Vote,Result,Question,Issue,Date
289 (100-0),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on S. 1438; A bill to authorize appropriations for fiscal year 2002 for military activities of the Department of Defense, for military constructions, and for defense activities of the Department of Energy, to prescribe personnel strengths for such fiscal year for the Armed Forces, and for other purposes.",S. 1438,Oct 02
290 (99-0),Passed,"On Passage of the Bill: S. 1438, as amended; A bill to authorize appropriations for fiscal year 2002 for military activities of the Department of Defense, for military constructions, and for defense activities of the Department of Energy, to prescribe personnel strengths for such fiscal year for the Armed Forces, and for other purposes.",S. 1438,Oct 02
291 (88-12),Passed,On the Joint Resolution: H.J. Res. 51; A joint resolution approving the extension of nondiscriminatory treatment with respect to the products of the Socialist Republic of Vietnam.,H.J.Res. 51,Oct 03
292 (97-0),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Motion to Proceed to S. 1447 ; A bill to improve aviation security, and for other purposes.",S. 1447,Oct 09
293 (56-44),Rejected,"On the Cloture Motion S.Amdt. 1855: Motion to Invoke Cloture on Amdt. No. 1855 to S.1447; To provide assistance for employees who are separated from employment as a result of reductions in service by air carriers, and closures of airports, caused by terrorist actions or security measures.",S. 1447,Oct 11
294 (53-47),Agreed to,On the Motion to Table S.Amdt. 1863: Motion to Table Murkowski Amdt. No. 1863; To establish age limitations for airmen.,S. 1447,Oct 11
295 (100-0),Passed,"On Passage of the Bill: S.1447, as amended; A bill to improve aviation security, and for other purposes.",S. 1447,Oct 11
296 (100-0),Passed,"On the Joint Resolution: S.J.Res. 25; A joint resolution designating September 11 as ""National Day of Remembrance"".",S.J.Res. 25,Oct 11
297 (100-0),Confirmed,"On the Nomination: Barrington D. Parker, of Connecticut, to be U.S. Circuit Court Judge for the Second Circuit ",PN884,Oct 11
298 (98-0),Confirmed,"On the Nomination: Michael P. Mills, of Mississippi, to be U.S. District Judge",PN900,Oct 11
299 (83-13),Agreed to,On the Motion to Table S.Amdt. 1899: Motion to Table Feingold Amdt. No. 1899; To make amendments to the provision relating to interception of computer trespasser communications.,S. 1510,Oct 11
300 (90-7),Agreed to,On the Motion to Table S.Amdt. 1900: Motion to Table Feingold Amdt. No. 1900; To limit the roving wiretap authority under FISA.,S. 1510,Oct 11
301 (89-8),Agreed to,On the Motion to Table S.Amdt. 1901: Motion to Table Feingold Amdt. No. 1901; To modify the provisions relating to access to business records under the Foreign Intelligence Surveillance Act of 1978.,S. 1510,Oct 11
302 (96-1),Passed,"On Passage of the Bill: S.1510; A bill to deter and punish terrorist acts in the United States and around the world, to enhance law enforcement investigatory tools, and for other purposes.",S. 1510,Oct 11
303 (50-46),Rejected,"On Cloture on the Motion to Proceed: Motion to Invoke Cloture on Motion to Proceed to Consider H.R. 2506; A bill making appropriations for foreign operations, export financing, and related programs for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2506,Oct 15
304 (95-3),Agreed to,"On the Conference Report: H.R. 2217 Conference Report; A bill making appropriations for the Department of the Interior and related agencies for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2217,Oct 17
305 (96-1),Agreed to,"On the Conference Report: H.R. 2904 Conference Report; A bill making appropriations for military construction, family housing, and base realignment and closure for the Department of Defense for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2904,Oct 18
306 (50-47),Rejected,"On Cloture on the Motion to Proceed: Motion to Invoke Cloture on Motion to Proceed to Consider H.R. 2506; A bill making appropriations for foreign operations, export financing, and related programs for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2506,Oct 23
307 (100-0),Confirmed,"On the Nomination: Confirmation:  James H. Payne, of Oklahoma, to be United States District Judge for Northern, Eastern, and Western Districts of Oklahoma",PN901,Oct 23
308 (100-0),Confirmed,"On the Nomination: Confirmation: Karen Caldwell , of Kentucky, to be U.S. District Judge",PN910,Oct 23
309 (100-0),Confirmed,"On the Nomination: Confirmation:  Laurie Smith Camp, of Nebraska, to be United States District Judge",PN911,Oct 23
310 (99-0),Confirmed,"On the Nomination: Confirmation: Claire V. Eagan, of Oklahoma to be U.S. District Judge for the Northern District",PN913,Oct 23
311 (27-72),Rejected,On the Motion S.Amdt. 1950: Motion to Waive C.B.A. re: Graham Amdt. No. 1950; Of a technical nature.,H.R. 2506,Oct 24
312 (96-2),Passed,"On Passage of the Bill: H.R. 2506, as amended; A bill making appropriations for foreign operations, export financing, and related programs for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2506,Oct 24
313 (98-1),Passed,"On Passage of the Bill: H.R. 3162; A bill to deter and punish terrorist acts in the United States and around the world, to enhance law enforcement investigatory tools, and for other purposes.",H.R. 3162,Oct 25
314 (45-50),Rejected,On the Motion to Table S.Amdt. 1987: Motion to Table Nelson(NE) Amdt. No. 1987; Of a perfecting nature.,H.R. 2330,Oct 25
315 (91-5),Passed,"On Passage of the Bill: H.R. 2330, As Passed; A bill making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2330,Oct 25
316 (46-54),Rejected,On the Amendment S.Amdt. 2056: Gregg Amdt. No. 2056; To provide funding for targeted grants under the Elementary and Secondary Education Act of 1965.,H.R. 3061,Nov 01
317 (81-19),Agreed to,On the Amendment S.Amdt. 2058: Landrieu Amdt. No. 2058; To redistribute certain funds under title I of the Elementary and Secondary Education Act of 1965.,H.R. 3061,Nov 01
318 (40-59),Rejected,On the Amendment S.Amdt. 2074: Hutchinson Amdt. No. 2074; To prohibit the use of funds under the National Labor Relations Act for the funding of unfair labor practices relating to certain no-solicitation or no-access rules.,H.R. 3061,Nov 01
319 (57-41),Agreed to,"On the Motion to Table S.Amdt. 2075: Motion to Table Kyl Amdt. No. 2075; To provide that the Federal government give priority to Indian, Military and Impact Aid schools when it allocates funds for school renovation and repair.",H.R. 3061,Nov 01
320 (96-2),Agreed to,"On the Conference Report: H.R. 2311 Conference Report; A bill making appropriations for energy and water development for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2311,Nov 01
321 (83-15),Agreed to,"On the Conference Report: H.R. 2590 Conference Report; A bill making appropriations for the Treasury Department, the United States Postal Service, the Executive Office of the President, and certain Independent Agencies, for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2590,Nov 01
322 (83-0),Confirmed,"On the Nomination: Confirmation: Larry R. Hicks, of Nevada, to be U.S. District Judge",PN919,Nov 05
323 (56-44),Rejected,On the Cloture Motion S.Amdt. 2044: Motion to Invoke Cloture on the Daschle Amendment No. 2044; To provide collective bargaining rights for public safety officers employed by States or their political subdivisions.,H.R. 3061,Nov 06
324 (89-10),Passed,"On Passage of the Bill: H.R. 3061, as amended; A bill making appropriations for the Departments of Labor, Health and Human Services, and Education, and related agencies for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 3061,Nov 06
325 (100-0),Confirmed,"On the Nomination: Nomination: M. Christina Armijo, of New Mexico, to be United States District Judge",PN905,Nov 06
326 (98-0),Confirmed,"On the Nomination: Karon O. Bowdre, of Alabama, to be U.S. District Judge",PN907,Nov 06
327 (98-0),Confirmed,"On the Nomination: Stephen P. Friot, of Oklahoma, to be U.S. District Judge",PN915,Nov 06
328 (53-47),Agreed to,On the Motion to Table S.Amdt. 2107: Motion to Table Allen Amendment No. 2107; To prohibit the use of local funds to carry out needle exchange programs in the District of Columbia.,H.R. 2944,Nov 07
329 (51-49),Agreed to,On the Amendment S.Amdt. 2110: Hutchison Amendment No. 2110; To cap the allowable fees an attorney may charge when challenging special education placement in the District of Columbia.,H.R. 2944,Nov 07
330 (73-26),Agreed to,On the Amendment S.Amdt. 2111: Durbin Amendment No. 2111; To provide for certain exceptions to the limitations on fees an attorney may charge when challenging special education placement in the District of Columbia.,H.R. 2944,Nov 07
331 (75-24),Passed,"On Passage of the Bill: H.R. 2944, as amended; A bill making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenues of said District for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2944,Nov 07
332 (100-0),Passed,"On Passage of the Bill: H.R. 2883, as amended; A bill to authorize appropriations for fiscal year 2002 for intelligence and intelligence-related activities of the United States Government, the Community Management Account, and the Central Intelligence Agency Retirement and Disability System, and for other purposes.",H.R. 2883,Nov 08
333 (98-0),Confirmed,"On the Nomination: Terry L. Wooten, of South Carolina, to be U.S. District Judge",PN904,Nov 08
334 (87-7),Agreed to,"On the Conference Report: Conference Report to Accompany H.R. 2620; A bill making appropriations for the Departments of Veterans Affairs and Housing and Urban Development, and for sundry independent agencies, boards, commissions, corporations, and offices for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2620,Nov 08
335 (99-0),Confirmed,"On the Nomination: Confirmation: Edith Brown Clement, of Louisiana, to be U.S. Circuit Judge",PN893,Nov 13
336 (1-99),Rejected,On the Joint Resolution: S.J. Res. 28; A joint resolution suspending certain provisions of law pursuant to section 258(a)(2) of the Balanced Budget and Emergency Deficit Control Act of 1985.,S.J.Res. 28,Nov 13
337 (51-47),Rejected,On the Motion S.Amdt. 2125: Motion to Waive CBA re: Sec. 909 of the Baucus Amdt. No. 2125; To provide a substitute amendment.,H.R. 3090,Nov 14
338 (51-47),Rejected,On the Motion S.Amdt. 2125: Motion to Waive CBA re: Baucus Amdt. No. 2125; To provide a substitute amendment.,H.R. 3090,Nov 14
339 (92-7),Agreed to,"On the Conference Report: H.R. 2330 Conference Report; A bill making appropriations for Agriculture, Rural Development, Food and Drug Administration, and Related Agencies programs for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2330,Nov 15
340 (98-1),Agreed to,"On the Conference Report: Conference Report to Accompany H.R. 2500; A bill making appropriations for the Departments of Commerce, Justice, and State, the Judiciary, and related agencies for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2500,Nov 15
341 (57-43),Agreed to,"On the Motion to Table S.Amdt. 2155: Motion to Table Enzi Amdt. No. 2155; To foster innovation and technological advancement in the development of the Internet and electronic commerce, and to assist the States in simplifying their sales and use taxes.",H.R. 1552,Nov 15
342 (95-0),Confirmed,On the Nomination: Motion to Proceed to Executive Session,PN1047,Nov 27
343 (96-4),Agreed to,On the Cloture Motion: Motion to Invoke Cloture on the Motion to Proceed to Consider H.R. 10; An Act to modernize the financing of the railroad retirement system and to provide enhanced benefits to employees and beneficiaries.,H.R. 10,Nov 29
344 (1-94),Rejected,"On the Cloture Motion S.Amdt. 2171: Motion to Invoke Cloture on the Lott Amendment No. 2171; To enhance energy conservation, research and development, and to provide for security and diversity in the energy supply for the American people, and for other purposes.",H.R. 10,Dec 03
345 (81-15),Agreed to,On the Cloture Motion S.Amdt. 2170: Motion to Invoke Cloture on Amendment No. 2170; To modernize the financing of the railroad retirement system and to provide enhanced benefits to employees and beneficiaries.,H.R. 10,Dec 03
346 (97-2),Agreed to,"On the Conference Report: H.R. 2299 Conference Report; A bill making appropriations for the Department of Transportation and related agencies for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2299,Dec 04
347 (40-59),Rejected,On the Amendment S.Amdt. 2202: Domenici Amendment No. 2202; To strike the provision related to directed scorekeeping.,H.R. 10,Dec 04
348 (27-72),Rejected,On the Amendment S.Amdt. 2175: Nickles Amendment No. 2175; To use a 5-year average rather than a 10-year average in computing the average account benefits ratio.,H.R. 10,Dec 04
349 (21-78),Rejected,On the Amendment S.Amdt. 2196: Gramm Amendment No. 2196; To ensure that returns on investment are earned prior to any reduction in taxes or increase in benefits.,H.R. 10,Dec 04
350 (80-19),Agreed to,On the Motion S.Amdt. 2170: Motion to Waive CBA re: Daschle Amendment No. 2170; To modernize the financing of the railroad retirement system and to provide enhanced benefits to employees and beneficiaries.,H.R. 10,Dec 05
351 (90-9),Passed,"On Passage of the Bill: H.R. 10, as amended; An Act to modernize the financing of the railroad retirement system and to provide enhanced benefits to employees and beneficiaries.",H.R. 10,Dec 05
352 (73-26),Agreed to,"On the Cloture Motion: Motion to Invoke Cloture on the Motion to Proceed to Consideration of S. 1731; An original bill to strengthen the safety net for agricultural producers, to enhance resource conservation and rural development, to provide for farm credit, agricultural research, nutrition, and related programs, to ensure consumers abundant food and fiber, and for other purposes.",S. 1731,Dec 05
353 (99-0),Confirmed,"On the Nomination: Harris L. Hartz, of New Mexico, to be United States Circuit Judge for the Tenth Circuit",PN897,Dec 06
354 (50-48),Rejected,"On the Motion: Division I of the Motion to Waive CBA Re: The Emergency Designation on Page 397 of the Committee Substitute to H.R. 3338; A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 3338,Dec 06
355 (50-48),Rejected,"On the Motion: Division II of the Motion to Waive CBA Re: The Emergency Designation on Page 398 of the Committee Substitute to HR 3338; A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 3338,Dec 06
356 (79-20),Agreed to,"On the Conference Report: H.R. 2944 Conference Report; A bill making appropriations for the government of the District of Columbia and other activities chargeable in whole or in part against the revenues of said District for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 2944,Dec 07
357 (50-50),Sustained,"On the Point of Order: Motion to Waive the CBA re: the Committee Substitute to H.R. 3338; A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 3338,Dec 07
358 (48-51),Rejected,On the Amendment S.Amdt. 2337: Dodd Amdt. No. 2337; With respect to the protection of United States interests and the interest of American citizens and service members as it relates to the establishment of an International Criminal Court.,H.R. 3338,Dec 07
359 (78-21),Agreed to,On the Amendment S.Amdt. 2336: Helms Amdt. No. 2336; To protect United States military personnel and other elected appointed officials of the United States Government against criminal prosecution by an international criminal court to which the United States is not a party.,H.R. 3338,Dec 07
360 (33-65),Held Nongermane,Whether the Amendment is Germane S.Amdt. 2349: Is the Feingold Amendment No. 2349 Germane to H.R. 3338?; To provide that Members of Congress shall not receive a cost of living adjustment in pay during fiscal year 2002.,H.R. 3338,Dec 07
361 (97-0),Confirmed,"On the Nomination: Confirmation John D. Bates, of Maryland, to be U.S. District Judge for the District of Columbia",PN906,Dec 11
362 (51-47),Agreed to,On the Motion to Table S.Amdt. 2472: Motion to Table Crapo Amdt. No. 2472; To replace the provision relating to the national dairy program with the provision from the bill passed by the House of Representatives.,S. 1731,Dec 11
363 (70-30),Agreed to,On the Motion to Table S.Amdt. 2473: Motion to Table Lugar Amdt. No. 2473; To provide a complete substitute for the commodity and nutrition titles.,S. 1731,Dec 12
364 (71-29),Agreed to,On the Motion to Table S.Amdt. 2466: Motion to Table Gregg Amdt. No. 2466; To phase out the sugar program and use any resulting savings to improve nutrition assistance.,S. 1731,Dec 12
365 (54-43),Agreed to,On the Motion to Table S.Amdt. 2513: Motion to Table Bond Amdt. No. 2513; To authorize the Secretary of Agriculture to review Federal agency actions affecting agricultural producers.,S. 1731,Dec 13
366 (64-31),Agreed to,On the Amendment S.Amdt. 2522: Feingold Amdt. No. 2522; To reform certain mandatory arbitration clauses.,S. 1731,Dec 13
367 (51-46),Agreed to,"On the Amendment S.Amdt. 2534: Johnson Amdt. No. 2534; To make it unlawful for a packer to own, feed, or control livestock intended for slaughter.",S. 1731,Dec 13
368 (53-45),Rejected,On the Cloture Motion S.Amdt. 2471: Motion to Invoke Cloture on Harkin Amdt. No. 2471; To provide a complete substitute.,S. 1731,Dec 13
369 (96-2),Agreed to,"On the Conference Report: Conference Report to Accompany S. 1438; A bill to authorize appropriations for fiscal year 2002 for military activities of the Department of Defense, for military constructions, and for defense activities of the Department of Energy, to prescribe personnel strengths for such fiscal year for the Armed Forces, and for other purposes.",S. 1438,Dec 13
370 (97-0),Confirmed,"On the Nomination: Confirmation Frederick J. Martone, of Arizona, to be U.S. District Judge",PN1003,Dec 13
371 (87-10),Agreed to,"On the Conference Report: H.R. 1 Conference Report; A bill to close the achievement gap with accountability, flexibility, and choice, so that no child is left behind.",H.R. 1,Dec 18
372 (54-43),Rejected,"On the Cloture Motion S.Amdt. 2471: Motion to Invoke Cloture on the Harkin Amdt. No. 2471 to S. 1731, Upon Reconsideration; To provide a complete substitute.",S. 1731,Dec 18
373 (68-27),Agreed to,On the Motion to Table S.Amdt. 2603: Motion to table McCain Amdt. No. 2603; To provide for the market name for catfish.,S. 1731,Dec 18
374 (55-40),Agreed to,On the Motion to Table S.Amdt. 2671: Motion to Table Cochran Amendment No. 2671; To provide a complete substitute.,S. 1731,Dec 18
375 (61-33),Agreed to,On the Motion to Table S.Amdt. 2596: Motion to Table Smith(NH) Amdt. No. 2596; To provide for Presidential certification that the government of Cuba is not involved in the support for acts of international terrorism as a condition precedent to agricultural trade with Cuba.,S. 1731,Dec 18
376 (59-38),Agreed to,On the Motion to Table S.Amdt. 2678: Motion to Table Hutchinson Amdt. No. 2678; To provide a complete substitute.,S. 1731,Dec 19
377 (54-43),Rejected,On the Cloture Motion S.Amdt. 2471: Motion to Invoke Cloture on the Harkin Amdt. No. 2471; To provide a complete substitute.,S. 1731,Dec 19
378 (90-7),Agreed to,"On the Conference Report: Conference  Report to Accompany H.R. 3061; A bill making appropriations for the Departments of Labor, Health and Human Services, and Education, and related agencies for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 3061,Dec 20
379 (56-40),Agreed to,On the Resolution: H. Con. Res. 295; A concurrent resolution providing for the sine die adjournment of the first session of the One Hundred Seventh Congress.,H.Con.Res. 295,Dec 20
380 (94-2),Agreed to,"On the Conference Report: Conference Report to Accompany H.R. 3338; A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2002, and for other purposes.",H.R. 3338,Dec 20
